회사명,거래소코드,회계년도,[제조]비유동비율(IFRS),[제조]유동비율(IFRS),[제조]당좌비율(IFRS),[제조]현금비율(IFRS),[제조]부채비율(IFRS),[제조]유동부채비율(IFRS),[제조]차입금비율(IFRS),[제조]이자보상배율(이자비용)(IFRS),[제조]유보액대비율(IFRS),[제조]유보액 대 납입자본배율(IFRS),[제조]투자집중도(IFRS)
앱클론(주),174900,2017/12,18.99,626.22,625.58,136.65,19.97,16.13,11.5,-33.02,67.06,4.12,590.67
앱클론(주),174900,2018/12,34.69,242.34,242.15,75.43,53.51,49.03,10.7,-31.7,52.67,4.22,706.33
앱클론(주),174900,2019/12,44.85,559.43,558.84,61.83,32.76,15.71,19.87,35.66,67.26,8.35,323.26
앱클론(주),174900,2020/12,63.67,471.98,471.62,33.86,36.82,15.5,24.54,-34.76,54.05,2.84,1442.18
앱클론(주),174900,2021/12,92.67,118.37,118.29,7.62,54.08,51.88,36.64,-57.23,39.29,1.53,982.87
어보브반도체(주),102120,2011/12,78.25,223.59,110.46,21.57,22.79,19.92,12.13,5.86,68.64,4.86,66.14
어보브반도체(주),102120,2012/12,79.5,236.04,108.75,10.45,20.77,17.48,10.58,18.05,71.02,5.24,57.23
어보브반도체(주),102120,2013/12,55.58,366.04,233.07,61.7,25.16,19.01,6.38,79.11,70.48,6.51,81.57
어보브반도체(주),102120,2014/12,60.58,380.13,244.59,54.47,24.82,16.9,6.01,81.74,71.42,7.14,85.08
어보브반도체(주),102120,2015/12,57.29,455.94,347.08,117.13,21.65,14.12,5.79,85.05,75.82,7.93,85.17
어보브반도체(주),102120,2016/12,52.13,446.14,366.29,169.57,23,15.89,5.44,112.07,75.58,8.64,89.35
어보브반도체(주),102120,2017/12,46.21,572.41,429.37,108.96,21.24,13.11,0,210.29,77.59,8.02,76.29
어보브반도체(주),102120,2018/12,44.29,629.61,495.18,169.81,20.48,12.1,0,999999999,80.09,8.75,79.02
어보브반도체(주),102120,2019/12,40.95,513.78,403.06,81.53,21.72,15.72,0.41,972.05,79.51,10.08,74.67
어보브반도체(주),102120,2020/12,33.24,288.72,253.83,70.33,38.19,36.35,22.29,56.28,70.16,11.22,89.81
어보브반도체(주),102120,2021/12,66.81,290.19,210.52,28.4,19.81,18.27,0.29,104.92,81.1,12.36,44.56
어울림네트웍스(주),042820,2011/12,144.46,89.07,69.3,1.09,184.16,156.84,73.53,-4.91,-200.95,-0.85,69.09
어울림엘시스(주),033280,2011/12,89.45,116.35,108.35,0.57,77.93,76.04,29.56,-2.26,-190.51,-0.77,120.74
어울림정보기술(주),038320,2011/12,85.92,148.7,103.7,1.41,160.91,117.67,3.41,-14.1,-111.92,-0.74,60.45
에버테크노(주),070480,2011/12,87.64,151.6,144.16,14.46,100.18,74.23,68.53,1.2,46.39,13.03,100.84
에버테크노(주),070480,2012/12,230.76,39.38,33.75,1.8,197.89,170.45,141.36,-5.68,28.71,5.9,105.25
에버테크노(주),070480,2013/12,3437.23,20.27,19.33,0.49,4062.37,3577.22,2578.47,-6.17,-4.86,-0.67,115.07
에브리봇(주),270660,2021/12,43.27,715.52,599.83,44.84,31.92,12.39,20.29,20.99,71.77,17.81,89.02
에스넷시스템(주),038680,2011/12,40.92,235.85,199.69,90.38,49.13,45.88,1.01,30.91,61.57,6.5,54.26
에스넷시스템(주),038680,2012/12,59.13,197.12,158.79,40.64,48.44,45.31,0.39,18.54,61.92,6.58,75.71
에스넷시스템(주),038680,2013/12,56.86,169.85,134.74,66.5,66.45,64.52,1.96,29.13,55.41,6.87,62.17
에스넷시스템(주),038680,2014/12,57.02,164.51,141.02,14.46,68.98,68.05,1.4,30.85,54.33,7.07,65.1
에스넷시스템(주),038680,2015/12,53.93,172.34,150.12,23,66.1,65.08,3.45,-47.68,55.21,6.97,72.88
에스넷시스템(주),038680,2016/12,35.58,209.38,196.59,23.37,64.32,61.49,1.74,-86.05,55.67,6.77,73.91
에스넷시스템(주),038680,2017/12,35.35,183.71,161.87,14.42,88.18,83.19,3.36,32.21,48.75,6.83,78.68
에스넷시스템(주),038680,2018/12,38.77,202.98,182.36,70.46,65.62,62.49,3.68,175.2,55.9,7.65,53.38
에스넷시스템(주),038680,2019/12,40.59,170.19,130.32,44.21,90.07,87.83,10.96,24.96,49.92,7.81,59.17
에스넷시스템(주),038680,2020/12,79.11,168.6,135.91,49.52,154.35,103.94,69.46,3.62,37.88,7.33,54.82
에스넷시스템(주),038680,2021/12,112.95,100.55,68.55,26.27,232.13,218,72.5,-0.77,28.97,6.02,65.21
에스디바이오센서(주),137310,2021/12,19.76,341.12,300.99,119.79,34.67,33.68,1.13,3005.33,75.9,42.84,91.78
에스디엔(주),099220,2011/12,108.76,103.74,94.02,5.06,190.15,174.85,167.66,1.64,31.7,5.79,99.18
에스디엔(주),099220,2012/12,160.44,77.9,61.82,1.5,202.54,182.42,190.04,-2.11,28.68,3.32,283.69
에스디엔(주),099220,2013/12,133.12,82.49,67.3,4.42,125.31,111.76,115.19,0.34,31.88,2.55,171.79
에스디엔(주),099220,2014/12,140.31,74.71,55.3,1.06,127.85,117.18,110.45,-0.04,28.02,1.77,145.49
에스디엔(주),099220,2015/12,158.81,46.85,27.54,1.82,102.07,92.34,87.34,1.48,31.46,1.75,91.84
에스디엔(주),099220,2016/12,150.48,49.62,28.55,1.97,91.59,82.86,77.46,0.25,32.31,1.62,122.89
에스디엔(주),099220,2017/12,134.13,69.87,54.18,5.23,98.06,91.5,78.15,1,33.11,1.9,108.55
에스디엔(주),099220,2018/12,107.2,95.65,77.25,14.3,68.61,64.2,59.29,0.61,39.79,2.04,102.47
에스디엔(주),099220,2019/12,106.21,97.7,71.24,2.58,71.69,67.02,49.75,0.8,39.98,2.19,111.85
에스디엔(주),099220,2020/12,107.09,113.44,94.59,40.41,72.1,57.31,58.83,-0.44,42.22,2.66,113
에스디엔(주),099220,2021/12,89.41,143.18,125.15,29.09,65.29,52.99,53.33,0.39,43.68,2.6,131.44
에스맥(주),097780,2011/12,41.36,170.78,155.47,10.21,92.48,88.49,15.08,40.18,49.49,18.57,31.87
에스맥(주),097780,2012/12,72.8,147.73,132.93,36.91,75.14,69.28,14.72,74.63,52.86,11.69,34.81
에스맥(주),097780,2013/12,78.03,136.36,121.61,37.08,66.01,64.52,22.86,43.64,56.65,14.78,36.2
에스맥(주),097780,2014/12,72.67,201.77,192.03,57.52,41.53,34.13,27.92,-4.52,66.27,12.39,53.98
에스맥(주),097780,2015/12,75.76,186.63,179.16,19.39,62.92,46.7,47.52,-36.43,54.82,6.85,40.01
에스맥(주),097780,2016/12,91.79,170.15,167.28,98.58,69.66,45.77,43.51,1.66,53.2,8.02,101.16
에스맥(주),097780,2017/12,69.58,189.16,183.07,83.41,35.33,34.76,22.56,1.94,58.36,3.55,96.69
에스맥(주),097780,2018/12,80.14,247.14,246.68,81.22,29.1,19.81,15.69,3.56,61.88,3.97,149.41
에스맥(주),097780,2019/12,71.3,187.19,185.17,48.17,34.11,33.55,15.94,0.85,58.1,3.53,164.7
에스맥(주),097780,2020/12,64.91,417.81,412.53,310.77,11.37,11.12,7.51,0.7,73.46,4.09,144.83
에스맥(주),097780,2021/12,82.25,246.17,236.38,141.38,12.22,12.18,8.27,-2.96,71.32,3.67,284.12
에스비더블유생명과학(주),151910,2012/12,114.69,126.31,98.77,28.6,153.76,110.1,105.53,3.75,34.77,7.5,79.47
에스비더블유생명과학(주),151910,2013/12,129.18,98.45,61.94,21.37,175.66,148.78,100.93,3.48,33.67,9.53,65.78
에스비더블유생명과학(주),151910,2014/12,134.98,100.98,53.28,3.51,189.1,152.62,123.63,1.4,32.47,9.5,90.44
에스비더블유생명과학(주),151910,2015/12,192.94,101,50.43,2.52,349.75,254.27,206.68,-5.07,20.23,6.24,195.51
에스비더블유생명과학(주),151910,2016/12,93.26,119.39,101.01,42.95,58.78,54.87,19.72,-18.82,-2.62,-0.04,179.96
에스비더블유생명과학(주),151910,2017/12,90.6,642.88,562.26,360.22,78.04,13.6,60.98,-5.24,-4.76,-0.08,228.68
에스비더블유생명과학(주),151910,2018/12,97.26,107.59,99.33,21.94,93.37,89.34,75.36,0.42,39.01,3.07,94.56
에스비더블유생명과학(주),151910,2019/12,87.57,116.64,109.98,5.46,97.18,93.98,39.98,-3.47,36.25,2.51,137.78
에스비더블유생명과학(주),151910,2020/12,88.46,115.64,102.26,24.4,86.91,85.14,48.54,0.75,35.4,1.96,132.62
에스비더블유생명과학(주),151910,2021/12,113.95,93.92,89.07,47.33,184.63,181.72,129.73,-1.01,20.14,1.34,236.76
에스비아이핀테크솔루션즈(주),950110,2013/03,,,,,,,,,,,
에스비아이핀테크솔루션즈(주),950110,2014/03,28.74,510,510,445.74,19.62,17.82,12.33,20.27,56.02,2.03,157.6
에스비아이핀테크솔루션즈(주),950110,2015/03,45.13,385.77,385.77,363.35,21.82,19.88,12.16,87.31,55.89,2.09,121.68
에스비아이핀테크솔루션즈(주),950110,2016/03,94.47,195.31,195.31,162.01,59.07,33.08,44.65,34.45,53.39,1.97,93.6
에스비아이핀테크솔루션즈(주),950110,2017/03,90.63,186.27,186.27,146.19,58.14,36.25,39.72,33.76,54.04,2.06,74.68
에스비아이핀테크솔루션즈(주),950110,2018/03,180.57,57.64,57.64,34.73,118.91,66.51,107.62,7.23,33.29,1.72,76.75
에스비아이핀테크솔루션즈(주),950110,2019/03,169.42,56.27,56.27,43.26,111.87,75.44,96.58,2.75,34.52,1.74,95.23
에스비아이핀테크솔루션즈(주),950110,2020/03,168.87,118.36,118.36,102.68,208.15,117.67,197.94,14.15,24.46,1.96,229.38
에스비아이핀테크솔루션즈(주),950110,2021/03,224.39,122.81,122.81,35.01,467.08,279.04,430.32,9.83,12.71,2,620.19
에스비에스미디어홀딩스(주),101060,2011/12,101.79,74.84,74.84,51.97,4.99,4.28,3.46,83.09,83.25,6.43,201.44
에스비에스미디어홀딩스(주),101060,2012/12,96.77,301.54,301.54,152.21,2,1.74,1.2,20.01,85,6.52,221.62
에스비에스미디어홀딩스(주),101060,2013/12,95.8,441.41,441.41,341.66,2.16,1.44,1.19,47.79,84.85,6.51,273.96
에스비에스미디어홀딩스(주),101060,2014/12,94.89,4219.33,4219.33,2566.24,0.86,0.14,0,169.12,86.09,6.59,244.51
에스비에스미디어홀딩스(주),101060,2015/12,94.29,914.31,914.31,104,0.89,0.72,0,999999999,86.13,6.63,308.46
에스비에스미디어홀딩스(주),101060,2016/12,95.45,4626.77,4626.77,367.32,0.28,0.1,0,171.58,86.59,6.59,236.34
에스비에스미디어홀딩스(주),101060,2017/12,94.5,6008.91,6008.91,1168.05,0.26,0.1,0,999999999,86.65,6.62,374.79
에스비에스미디어홀딩스(주),101060,2018/12,97.44,6015.05,6015.05,1000.29,0.2,0.05,0,999999999,86.73,6.64,639.67
에스비에스미디어홀딩스(주),101060,2019/12,93.57,850.15,850.15,89.19,1.06,0.88,0.01,722.86,87.91,6.32,1131.65
에스비에스미디어홀딩스(주),101060,2020/12,93.53,120.06,120.06,0.25,33.82,33.55,33.12,3.95,66.5,5.19,3464.15
에스씨아이평가정보(주),036120,2011/12,66.63,179.63,179.63,131.38,43.23,42.64,0,999999999,-27.42,-0.27,35.12
에스씨아이평가정보(주),036120,2012/12,62.66,221.7,221.7,129.53,31.73,31.16,0,999999999,-27.17,-0.25,37.43
에스씨아이평가정보(주),036120,2013/12,59.59,236.25,236.25,138.82,32.37,30.81,0,999999999,-22.75,-0.22,39.19
에스씨아이평가정보(주),036120,2014/12,61.75,229.03,229.03,97.25,29.97,29.79,0,999999999,-21.96,-0.21,38.87
에스씨아이평가정보(주),036120,2015/12,53.64,269.67,269.67,204.72,27.61,27.43,0,999999999,-17.25,-0.17,42.37
에스씨아이평가정보(주),036120,2016/12,91.05,137.6,137.6,76.21,25.42,24.98,0,999999999,-10.46,-0.11,30.05
에스씨아이평가정보(주),036120,2017/12,88.49,143.68,143.68,53.57,27.77,27.34,0,4818.15,-4.83,-0.06,28.93
에스씨아이평가정보(주),036120,2018/12,68.63,249.02,249.02,92.07,24.37,22.39,0,5855.65,6.56,0.09,32.4
에스씨아이평가정보(주),036120,2019/12,57.01,257.31,257.31,164.6,32.18,29.21,2.2,386.4,19.43,0.33,46.26
에스씨아이평가정보(주),036120,2020/12,56.17,322.86,322.86,165.98,27.25,22.01,2.25,484.2,27.81,0.53,49.69
에스씨아이평가정보(주),036120,2021/12,79.38,276.69,276.69,145.31,26.98,17.2,1.42,968.96,34.55,0.76,50.71
에스씨엠생명과학(주),298060,2020/12,63.74,1107.2,1106.09,2.38,20.95,5.17,10.53,-31.7,74.9,9.62,14947.02
에스씨엠생명과학(주),298060,2021/12,75.61,233.22,230.01,33.19,21.14,19.52,13.83,-61.51,71.43,6.42,7304.58
에스앤씨엔진그룹리미티드,900080,2011/12,,,,,,,,,,,
에스앤씨엔진그룹리미티드,900080,2012/12,,,,,,,,,,,
에스앤씨엔진그룹리미티드,900080,2013/12,,,,,,,,,,,
에스앤씨엔진그룹리미티드,900080,2014/12,,,,,,,,,,,
에스앤씨엔진그룹리미티드,900080,2015/12,,,,,,,,,,,
에스앤씨엔진그룹리미티드,900080,2016/12,,,,,,,,,,,
에스앤씨엔진그룹리미티드,900080,2017/12,,,,,,,,,,,
에스앤씨엔진그룹리미티드,900080,2018/12,,,,,,,,,,,
에스앤씨엔진그룹리미티드,900080,2019/12,,,,,,,,,,,
에스에스씨피(주),071660,2011/12,70.47,137.24,86.96,7.8,107.25,99.67,91.75,0.4,46,16.59,282.84
에스에이치엔엘(주),050320,2011/12,92.79,139.36,128.26,1.5,121.19,92.14,42.96,-24.44,19.87,0.78,59.61
에스에이치엔엘(주),050320,2012/12,77.01,156.16,138.72,8.96,87.81,70.95,28.57,1.66,29,1.2,71.79
에스에이치엔엘(주),050320,2013/12,121.02,97.67,86.73,14.89,168.01,150.51,87.85,-11.69,13.39,0.56,77.71
에스에이치엔엘(주),050320,2014/12,133.51,92.16,78.77,10.08,191.52,171.45,87.24,-2.89,11.29,0.49,73.73
에스에이치엔엘(주),050320,2015/12,106.08,96.87,95.6,48.46,174.72,174.09,69.5,-16.97,5.07,0.16,74.41
에스에이치엔엘(주),050320,2016/12,98.9,108.06,108.06,4.64,113.11,105.69,2.01,-2053.83,-44.71,-0.49,35.98
에스에이치엔엘(주),050320,2017/12,107.02,109.94,109.94,56.03,154.66,134.3,3.46,-9195,17.83,0.83,24.06
에스에이치엔엘(주),050320,2018/12,110.26,89,89,6.61,57.14,52.67,3.28,-16183.3,42.2,1.75,57.32
에스에이치엔엘(주),050320,2019/12,68.59,357.27,357.27,157.59,15.1,13.02,6.82,-48.49,44.83,0.95,2203.34
에스에이치엔엘(주),050320,2020/12,69.94,124.38,91.75,31.92,135.55,133.15,63.92,0.3,11.14,0.34,168.36
에스에이치엔엘(주),050320,2021/12,22.5,238.46,154.84,58.55,58.04,56.84,40.93,1.3,24.04,0.58,127.62
에스엔유프리시젼(주),080000,2011/12,80.67,316.28,295.62,96.22,59.68,24.98,41.73,-6.45,57.43,8.88,171.23
에스엔유프리시젼(주),080000,2012/12,88.77,159.44,150.08,36.15,71.24,51.73,57.53,-6.54,51.83,6.34,265.09
에스엔유프리시젼(주),080000,2013/12,78.97,198.28,187.42,35.05,62.96,42.36,48.04,5.56,55.16,7.14,121.88
에스엔유프리시젼(주),080000,2014/12,93.5,120.32,113.77,15.06,86.57,77.35,68.54,-4.62,47.16,5.87,141.93
에스엔유프리시젼(주),080000,2015/12,85.83,126.71,122.38,10.6,81.66,75.64,57.59,1.17,48.57,6.02,167.49
에스엔유프리시젼(주),080000,2016/12,64.89,182.92,179.15,32.91,49.65,46.34,26.43,-11.1,56.68,4.87,215.99
에스엔유프리시젼(주),080000,2017/12,55.28,274.31,272.43,77.3,57.27,37.18,25.31,6.08,54.5,5.22,116.52
에스엔유프리시젼(주),080000,2018/12,43.93,563.1,511.94,254.46,26.55,14.67,10.47,16.73,67.94,5.41,141.13
에스엔유프리시젼(주),080000,2019/12,46.52,278.94,240.11,116.55,31.57,30.49,9.82,41.11,66.03,5.84,202.15
에스엔유프리시젼(주),080000,2020/12,47.37,327.1,305.5,179.13,24.88,23.7,0.06,511.02,70,6.13,117.99
에스엔유프리시젼(주),080000,2021/12,44.89,276.91,237.93,107.62,31.48,31.27,0.02,5185.76,67.12,6.62,119.45
에스엔케이폴리텍(주),091340,2011/12,44.77,888.16,745.91,117.28,11.43,7.51,0,105.95,81.43,9.8,277.1
에스엔케이폴리텍(주),091340,2012/12,50.77,1751.44,1438.21,90.46,8.01,3.27,0,-487.77,83.78,9.51,270.27
에스엔케이폴리텍(주),091340,2013/12,64.13,289.14,250.26,127.87,41.16,26.64,33.14,-1.39,63.97,9.31,330.57
에스엔케이폴리텍(주),091340,2014/12,57.24,557.62,519.28,369.95,41.71,15.15,28.54,4.31,64.15,9.99,279.3
에스엔케이폴리텍(주),091340,2015/12,57.89,807.94,770.35,379.21,71.18,14.02,60.36,11.63,53.37,10.56,332.72
에스엔케이폴리텍(주),091340,2016/12,96.08,523.01,487.58,344.58,73.64,14.83,62.5,5.51,52.77,10.95,218.15
에스엔케이폴리텍(주),091340,2017/12,107.49,228.41,212.95,124.47,72.25,28.35,62.98,2.62,52.37,9.22,299.02
에스엔케이폴리텍(주),091340,2018/12,89.74,198.18,175.65,94.38,48.63,29.72,41.24,0.29,63.21,9.64,283.88
에스엔케이폴리텍(주),091340,2019/12,95.72,173.25,155.95,73.07,61.81,38.15,48.99,2.46,58.01,9.5,255.16
에스엔케이폴리텍(주),091340,2020/12,98.79,279.7,259.66,108.47,59.71,21.78,48.68,-3.86,58.68,9.24,351.5
에스엔케이폴리텍(주),091340,2021/12,98.78,267.9,234.5,127.48,58.57,22.32,47.05,1.82,61.29,9.21,243.79
에스엘(주),005850,2011/03,64.82,167.89,155.15,10.11,58.08,55.55,26.74,8.19,60.83,24.98,97.57
에스엘(주),005850,2011/12,68.01,170.87,150.07,4.11,53.11,49.81,21.12,7.94,62.86,25.64,115.79
에스엘(주),005850,2012/12,68.32,209.51,184.91,4.08,38.1,33.31,9.25,4.64,69.79,26.67,78.57
에스엘(주),005850,2013/12,62.98,278.12,243.57,17.83,29.01,23.74,1.14,15.87,74.9,28.6,79.15
에스엘(주),005850,2014/12,58.28,283.31,245.64,20.8,30.83,25.61,0.06,573.81,74.01,30.55,91.83
에스엘(주),005850,2015/12,58.02,255.16,222.56,47.19,34.22,29.86,0.02,3416.96,72.32,33.16,97.55
에스엘(주),005850,2016/12,58.09,281.92,246.72,46.47,28.95,25.13,0.02,5531.36,75.47,36.29,92.78
에스엘(주),005850,2017/12,59.78,356.17,310.69,49.06,20.19,16.96,0.01,13039.49,81.33,43.55,84.75
에스엘(주),005850,2018/12,61.47,312.11,266.93,32.94,25.12,20.39,0.01,2770.34,78.14,43.82,84.66
에스엘(주),005850,2019/12,51.67,278.97,243.97,14.29,36.92,30.56,0.03,3844.23,72,46.09,87.58
에스엘(주),005850,2020/12,51.89,303.42,276.47,23.02,31.01,26.08,0,27384.83,75.62,50.78,76.12
에스엘(주),005850,2021/12,51.26,311.96,281.98,69.15,29.83,25.19,0,264814.71,76.37,54.93,71.17
에스엠로보틱스(주),252940,2016/12,,,,,,,,,,,
에스엠로보틱스(주),252940,2017/12,,,,,,,,,,,
에스와이(주),109610,2015/12,145.78,83.29,74.03,12.99,170.43,149.67,86.59,5.47,34.38,13.23,53.31
에스와이(주),109610,2016/12,170.6,83.12,72.71,3.84,242.93,207.32,140.95,3.62,27.54,6.56,59.23
에스와이(주),109610,2017/12,145.31,89.49,75.38,10.85,177.25,147.44,106.46,2.68,33.11,7.74,73.7
에스와이(주),109610,2018/12,125.69,99.28,76.84,10.59,139.33,114.47,89.45,1.93,38.48,8.17,60.75
에스와이(주),109610,2019/12,151.09,85,69.33,12.28,181.04,152.89,112.38,-1.69,33.56,7.66,77.2
에스와이(주),109610,2020/12,97.04,135.33,113.02,26.09,91.8,70.01,52.69,-0.12,46.29,5.2,95.99
에스와이(주),109610,2021/12,88.07,131.91,89.27,17.31,89.18,76.65,49.72,3.72,47.42,5.85,81.33
에스지씨에너지(주),005090,2011/12,176.29,105.25,63.8,10.5,142.77,63.17,107.87,1.65,37.16,8.19,126.56
에스지씨에너지(주),005090,2012/12,196.8,62.7,35.2,4.98,162.33,104.52,129.52,1.05,34.27,8.89,156.49
에스지씨에너지(주),005090,2013/12,182.89,104.56,62.35,5.03,176.95,89.96,147.49,1.22,32.81,8.62,144.4
에스지씨에너지(주),005090,2014/12,176,100.77,52.89,1.11,170.25,93.53,142.6,0.72,33.7,8.83,144.26
에스지씨에너지(주),005090,2015/12,164.73,86.3,42.67,0.68,161.28,111.88,134.87,1.54,34.54,9.26,143.06
에스지씨에너지(주),005090,2016/12,169.32,67.32,31.6,0.69,165.13,142.32,142.58,0.32,33.94,8.99,143.8
에스지씨에너지(주),005090,2017/12,161.84,75.39,42.27,2.74,169.25,142.48,142.47,-1.79,33.1,8.2,134.08
에스지씨에너지(주),005090,2018/12,181.06,56.76,35.67,2.85,180.15,174.57,152.59,-2.49,31.21,6.96,106.35
에스지씨에너지(주),005090,2019/12,166.52,63.6,38.62,2.38,161.2,148.86,118.82,-0.26,33.58,6.56,109.6
에스지씨에너지(주),005090,2020/12,247.04,38.66,30.35,4.65,195.65,125.73,172.46,1.26,29.49,6.62,1739.31
에스지씨에너지(주),005090,2021/12,227.67,44.68,28.4,10.48,174.25,104.24,151.32,2.98,32.51,6.91,264.32
에스지씨이테크건설(주),016250,2011/12,121.19,91.93,91.79,14.68,150.27,140.41,42.53,6.24,36.55,9.14,28.52
에스지씨이테크건설(주),016250,2012/12,119.34,93.48,93.38,10.16,187.94,180.36,47.14,4.91,31.91,9.63,37.01
에스지씨이테크건설(주),016250,2013/12,163.88,76.32,76.23,8.85,254.11,249.26,71.95,-7.14,25.54,7.89,47.94
에스지씨이테크건설(주),016250,2014/12,154.1,79.24,79.17,8.76,244.14,239.82,66.95,1.24,26.48,8.57,37.55
에스지씨이테크건설(주),016250,2015/12,147.25,76.08,76.08,14.63,179.7,174.08,59.61,3.51,32.79,9.23,24.2
에스지씨이테크건설(주),016250,2016/12,131.22,83.55,83.55,22.39,167.26,162.82,52.4,7.14,34.55,10.09,25.1
에스지씨이테크건설(주),016250,2017/12,67,123.5,123.5,28.89,207.09,194.39,49.22,9.42,30.25,10.92,37.41
에스지씨이테크건설(주),016250,2018/12,79.22,114.49,108.47,23.87,280.27,262.96,71.01,5.53,25.66,11.28,47.08
에스지씨이테크건설(주),016250,2019/12,94.85,110.97,103.57,6.12,148.22,138.22,42.8,6,39.89,22.75,34.82
에스지씨이테크건설(주),016250,2020/12,78.99,113.64,104.08,21.15,348.31,325,37.51,-4.84,22.06,18.44,43.8
에스지씨이테크건설(주),016250,2021/12,72.91,124.55,117.12,29.86,183.49,169.08,6.5,30.54,34.63,20.08,34.93
에스지에이(주),049470,2011/12,76.72,150.88,143.13,23.05,47.65,47.01,16.22,3.9,16.23,0.3,53.35
에스지에이(주),049470,2012/12,76.3,199.49,162.79,27.52,82.05,53.01,39.67,-2.1,8.43,0.17,104.31
에스지에이(주),049470,2013/12,65.76,279.59,265.92,9.75,70.22,37.36,41.09,0.11,12.13,0.24,88.6
에스지에이(주),049470,2014/12,76.85,193.27,175.64,26.99,84.99,55.95,42.66,0.01,11.03,0.25,102.15
에스지에이(주),049470,2015/12,58.52,400.67,389.47,63.85,38.99,20.08,22.64,-0.2,13.48,0.22,96.5
에스지에이(주),049470,2016/12,77.73,148.64,133.22,21.07,47.88,47.19,27.82,-6.85,12.44,0.22,164.15
에스지에이(주),049470,2017/12,113.58,171.96,156.75,24.35,95.87,47.86,48.22,-5.7,-0.62,-0.01,126.2
에스지에이(주),049470,2018/12,93.77,182.42,166.7,44.43,65.05,39.07,27.75,1.95,-1.59,-0.03,93.08
에스지에이(주),049470,2019/12,130.59,90,83.67,22.51,83.49,58.78,53.79,-3.22,-14.34,-0.2,79.14
에스지에이(주),049470,2020/12,101.39,120.73,120.73,62.12,72.48,58.88,40.18,-1.78,-16.69,-0.22,83.21
에스지에이(주),049470,2021/12,82.92,190.55,181.15,87.92,39.82,29.86,9.65,3.39,-7.1,-0.09,61.47
에스지에이솔루션즈(주),184230,2014/06,,,,,,,,,,,
에스지에이솔루션즈(주),184230,2015/06,28.7,705.16,671.74,19.8,17.61,12.61,9.57,9.86,78.35,11.73,151.13
에스지에이솔루션즈(주),184230,2015/12,37.41,288.67,236.68,87.73,37.3,34.6,19.99,33.75,67.58,12.86,275.99
에스지에이솔루션즈(주),184230,2016/12,93.28,228.14,180.36,15.81,71.43,34.25,48.9,4.25,55.41,14.52,143.85
에스지에이솔루션즈(주),184230,2017/12,78.64,226.95,166.07,12.31,28.17,21.82,13.2,1.38,74.06,15.18,196.4
에스지에이솔루션즈(주),184230,2018/12,98.27,218.4,180.84,55.86,41.98,20.02,32.15,-6.67,66.29,13.2,186.56
에스지에이솔루션즈(주),184230,2019/12,106.34,92.74,85.75,20.65,67.83,66.31,40.54,-2.03,52.73,6.44,110.55
에스지에이솔루션즈(주),184230,2020/12,110.54,87.23,82.13,24.84,69.14,67.18,41.7,1.91,52.6,6.75,118.64
에스지에이솔루션즈(주),184230,2021/12,86.48,124.58,123.44,61.06,63.61,61.91,36.72,2.26,54.81,7.56,211.36
에스지에이시스템즈(주),232290,2016/12,80.57,133.06,128.75,9.76,142.5,121.7,23.13,6.31,20.8,1.02,52.18
